Datetime,BTC-USD,ETH-USD
2023-11-09 16:49:00+00:00,36388.265625,2015.1407470703125
2023-11-09 16:50:00+00:00,36431.9296875,2020.0406494140625
2023-11-09 16:51:00+00:00,36457.3515625,2029.4105224609375
2023-11-09 16:52:00+00:00,36396.5234375,2023.52783203125
2023-11-09 16:53:00+00:00,36390.59375,2020.6973876953125
2023-11-09 16:54:00+00:00,36412.4453125,2022.1331787109375
2023-11-09 16:55:00+00:00,36417.66015625,2023.2330322265625
2023-11-09 16:56:00+00:00,36458.67578125,2024.0904541015625
2023-11-09 16:57:00+00:00,36411.61328125,2021.76416015625
2023-11-09 16:58:00+00:00,36398.99609375,2018.9425048828125
2023-11-09 16:59:00+00:00,36387.1796875,2017.5811767578125
2023-11-09 17:00:00+00:00,36378.30078125,2017.9903564453125
2023-11-09 17:01:00+00:00,36335.2734375,2015.843505859375
2023-11-09 17:02:00+00:00,36377.40625,2018.9691162109375
2023-11-09 17:03:00+00:00,36397.34765625,2022.4488525390625
2023-11-09 17:04:00+00:00,36430.76171875,2024.066650390625
2023-11-09 17:05:00+00:00,36449.64453125,2024.2222900390625
2023-11-09 17:06:00+00:00,36403.02734375,2022.3675537109375
2023-11-09 17:07:00+00:00,36359.62890625,2018.6131591796875
2023-11-09 17:08:00+00:00,36348.72265625,2020.322265625
2023-11-09 17:09:00+00:00,36383.9453125,2024.4056396484375
2023-11-09 17:10:00+00:00,36401.73828125,2024.256591796875
2023-11-09 17:11:00+00:00,36385.9609375,2024.79150390625
2023-11-09 17:12:00+00:00,36341.80859375,2023.85205078125
2023-11-09 17:13:00+00:00,36294.35546875,2021.56298828125
2023-11-09 17:14:00+00:00,36290.25390625,2019.8197021484375
2023-11-09 17:15:00+00:00,36316.703125,2020.735107421875
2023-11-09 17:16:00+00:00,36332.171875,2025.4884033203125
2023-11-09 17:17:00+00:00,36253.19140625,2020.836181640625
2023-11-09 17:18:00+00:00,36257.54296875,2021.24853515625
2023-11-09 17:19:00+00:00,36179.94921875,2016.9722900390625
2023-11-09 17:20:00+00:00,36112.29296875,2012.16064453125
2023-11-09 17:21:00+00:00,36165.5078125,2014.724853515625
2023-11-09 17:22:00+00:00,36126.875,2013.260498046875
2023-11-09 17:23:00+00:00,36071.1484375,2010.597900390625
2023-11-09 17:24:00+00:00,36014.95703125,2005.2882080078125
2023-11-09 17:25:00+00:00,36137.93359375,2010.291748046875
2023-11-09 17:26:00+00:00,36192.30078125,2011.774169921875
2023-11-09 17:27:00+00:00,36223.05859375,2014.330322265625
2023-11-09 17:28:00+00:00,36190.37890625,2013.3448486328125
2023-11-09 17:29:00+00:00,36196.171875,2012.9417724609375
2023-11-09 17:30:00+00:00,36188.66015625,2012.091552734375
2023-11-09 17:31:00+00:00,36178.66015625,2011.6195068359375
2023-11-09 17:32:00+00:00,36284.35546875,2015.5413818359375
2023-11-09 17:33:00+00:00,36308.890625,2017.26171875
2023-11-09 17:34:00+00:00,36306.74609375,2018.2540283203125
2023-11-09 17:35:00+00:00,36306.4921875,2018.5894775390625
2023-11-09 17:36:00+00:00,36372.88671875,2020.700927734375
2023-11-09 17:37:00+00:00,36383.74609375,2021.1514892578125
2023-11-09 17:38:00+00:00,36383.47265625,2021.8360595703125
2023-11-09 17:39:00+00:00,36405.79296875,2022.534423828125
2023-11-09 17:40:00+00:00,36414.8828125,2022.820556640625
2023-11-09 17:41:00+00:00,36431.39453125,2022.66064453125
2023-11-09 17:42:00+00:00,36407.18359375,2021.635009765625
2023-11-09 17:43:00+00:00,36404.34765625,2021.1011962890625
2023-11-09 17:44:00+00:00,36408.84375,2019.2655029296875
2023-11-09 17:45:00+00:00,36397.76953125,2018.277587890625
2023-11-09 17:46:00+00:00,36415.92578125,2019.4901123046875
2023-11-09 17:47:00+00:00,36457.51171875,2022.6805419921875
2023-11-09 17:48:00+00:00,36471.09765625,2023.4613037109375
2023-11-09 17:49:00+00:00,36468.296875,2023.204833984375
2023-11-09 17:50:00+00:00,36526.55078125,2024.4964599609375
2023-11-09 17:51:00+00:00,36527.59375,2024.19189453125
2023-11-09 17:52:00+00:00,36538.94140625,2024.1923828125
2023-11-09 17:53:00+00:00,36549.046875,2024.5260009765625
2023-11-09 17:54:00+00:00,36562.79296875,2025.9945068359375
2023-11-09 17:55:00+00:00,36578.83984375,2025.8642578125
2023-11-09 17:56:00+00:00,36572.58984375,2024.3035888671875
2023-11-09 17:57:00+00:00,36614.5703125,2026.2335205078125
2023-11-09 17:58:00+00:00,36640.37109375,2026.5806884765625
2023-11-09 17:59:00+00:00,36671.4765625,2027.7242431640625
2023-11-09 18:00:00+00:00,36632.0234375,2025.8126220703125
2023-11-09 18:01:00+00:00,36602.3359375,2025.1766357421875
2023-11-09 18:02:00+00:00,36571.08203125,2024.6097412109375
2023-11-09 18:03:00+00:00,36549.83984375,2022.2735595703125
2023-11-09 18:04:00+00:00,36516.40234375,2021.48046875
2023-11-09 18:05:00+00:00,36479.03125,2019.7725830078125
2023-11-09 18:06:00+00:00,36468.30078125,2018.468017578125
2023-11-09 18:07:00+00:00,36412.0,2014.8306884765625
2023-11-09 18:08:00+00:00,36430.671875,2017.148193359375
2023-11-09 18:09:00+00:00,36418.52734375,2016.77978515625
2023-11-09 18:10:00+00:00,36432.94140625,2017.4630126953125
2023-11-09 18:11:00+00:00,36486.16015625,2020.656982421875
2023-11-09 18:12:00+00:00,36451.83984375,2017.6123046875
2023-11-09 18:13:00+00:00,36472.15234375,2019.003662109375
2023-11-09 18:14:00+00:00,36464.67578125,2019.141845703125
2023-11-09 18:15:00+00:00,36469.86328125,2019.7955322265625
2023-11-09 18:16:00+00:00,36455.9296875,2019.920654296875
2023-11-09 18:17:00+00:00,36452.26953125,2019.8494873046875
2023-11-09 18:18:00+00:00,36435.70703125,2019.661865234375
2023-11-09 18:19:00+00:00,36411.6953125,2017.9876708984375
2023-11-09 18:20:00+00:00,36406.0390625,2017.76123046875
2023-11-09 18:21:00+00:00,36434.79296875,2018.8599853515625
2023-11-09 18:22:00+00:00,36425.41015625,2018.2889404296875
2023-11-09 18:23:00+00:00,36422.69921875,2017.1195068359375
2023-11-09 18:24:00+00:00,36418.12890625,2015.3265380859375
2023-11-09 18:25:00+00:00,36423.4609375,2015.068359375
2023-11-09 18:26:00+00:00,36409.609375,2014.5281982421875
2023-11-09 18:27:00+00:00,36369.28515625,2011.6611328125
2023-11-09 18:28:00+00:00,36373.015625,2011.832763671875
2023-11-09 18:29:00+00:00,36366.4375,2011.0220947265625
2023-11-09 18:30:00+00:00,36362.14453125,2010.4884033203125
2023-11-09 18:31:00+00:00,36337.7578125,2008.254638671875
2023-11-09 18:32:00+00:00,36367.328125,2009.2625732421875
2023-11-09 18:33:00+00:00,36374.515625,2009.609619140625
2023-11-09 18:34:00+00:00,36384.9765625,2009.3089599609375
2023-11-09 18:35:00+00:00,36389.3515625,2008.6339111328125
2023-11-09 18:36:00+00:00,36409.0234375,2010.6612548828125
2023-11-09 18:37:00+00:00,36392.33984375,2008.6600341796875
2023-11-09 18:38:00+00:00,36413.421875,2010.2244873046875
2023-11-09 18:39:00+00:00,36418.75,2010.5445556640625
2023-11-09 18:40:00+00:00,36438.8515625,2011.0213623046875
2023-11-09 18:41:00+00:00,36429.58203125,2009.789306640625
2023-11-09 18:42:00+00:00,36403.75,2007.10107421875
2023-11-09 18:43:00+00:00,36380.3515625,2003.2462158203125
2023-11-09 18:44:00+00:00,36421.80859375,2006.68798828125
2023-11-09 18:45:00+00:00,36449.046875,2007.95654296875
2023-11-09 18:46:00+00:00,36461.87109375,2008.6036376953125
2023-11-09 18:47:00+00:00,36454.09375,2008.2933349609375
2023-11-09 18:48:00+00:00,36432.23046875,2006.63037109375
2023-11-09 18:49:00+00:00,36403.1875,2003.689208984375
2023-11-09 18:50:00+00:00,36409.59765625,2005.3873291015625
2023-11-09 18:51:00+00:00,36462.5078125,2008.6513671875
2023-11-09 18:52:00+00:00,36426.8203125,2006.6405029296875
2023-11-09 18:53:00+00:00,36420.33984375,2006.0733642578125
2023-11-09 18:54:00+00:00,36405.6796875,2004.460693359375
2023-11-09 18:55:00+00:00,36419.1484375,2005.2691650390625
2023-11-09 18:56:00+00:00,36420.93359375,2004.400390625
2023-11-09 18:57:00+00:00,36410.9453125,2003.3076171875
2023-11-09 18:58:00+00:00,36408.52734375,2002.98486328125
2023-11-09 18:59:00+00:00,36413.265625,2003.0689697265625
2023-11-09 19:01:00+00:00,36368.90234375,2000.6025390625
2023-11-09 19:02:00+00:00,36362.21484375,1999.72607421875
2023-11-09 19:03:00+00:00,36366.58203125,1998.872802734375
2023-11-09 19:04:00+00:00,36430.8671875,2005.1190185546875
2023-11-09 19:05:00+00:00,36429.8828125,2004.2554931640625
2023-11-09 19:06:00+00:00,36424.68359375,2004.490478515625
2023-11-09 19:07:00+00:00,36412.40625,2004.251708984375
2023-11-09 19:08:00+00:00,36420.87890625,2006.4569091796875
2023-11-09 19:09:00+00:00,36416.6015625,2006.84033203125
2023-11-09 19:10:00+00:00,36410.73046875,2006.4251708984375
2023-11-09 19:11:00+00:00,36373.40625,2004.076416015625
2023-11-09 19:12:00+00:00,36379.11328125,2004.841064453125
2023-11-09 19:13:00+00:00,36361.79296875,2006.074462890625
2023-11-09 19:14:00+00:00,36302.9296875,2003.4945068359375
2023-11-09 19:15:00+00:00,36276.21484375,2002.29052734375
2023-11-09 19:16:00+00:00,36273.74609375,2002.57470703125
2023-11-09 19:17:00+00:00,36292.171875,2003.570068359375
2023-11-09 19:18:00+00:00,36299.6796875,2003.750732421875
2023-11-09 19:19:00+00:00,36287.0625,2003.6995849609375
2023-11-09 19:20:00+00:00,36219.546875,2000.3743896484375
2023-11-09 19:21:00+00:00,36212.36328125,1999.7332763671875
2023-11-09 19:22:00+00:00,36196.0625,1999.3582763671875
2023-11-09 19:23:00+00:00,36172.02734375,1998.28125
2023-11-09 19:24:00+00:00,36196.25,1998.6845703125
2023-11-09 19:25:00+00:00,36215.90234375,1999.7581787109375
2023-11-09 19:26:00+00:00,36250.23828125,2002.597412109375
2023-11-09 19:27:00+00:00,36272.35546875,2004.320068359375
2023-11-09 19:28:00+00:00,36289.17578125,2005.243896484375
2023-11-09 19:29:00+00:00,36287.9375,2005.416259765625
2023-11-09 19:30:00+00:00,36289.61328125,2005.0079345703125
2023-11-09 19:31:00+00:00,36288.96875,2004.2869873046875
2023-11-09 19:32:00+00:00,36295.0390625,2004.6490478515625
2023-11-09 19:33:00+00:00,36333.35546875,2007.186279296875
2023-11-09 19:34:00+00:00,36349.84765625,2007.423583984375
2023-11-09 19:35:00+00:00,36307.91015625,2005.3082275390625
2023-11-09 19:36:00+00:00,36311.0390625,2006.6011962890625
2023-11-09 19:37:00+00:00,36296.8359375,2005.58837890625
2023-11-09 19:38:00+00:00,36242.2421875,2003.4337158203125
2023-11-09 19:39:00+00:00,36241.50390625,2004.0072021484375
2023-11-09 19:40:00+00:00,36225.2265625,2004.3348388671875
2023-11-09 19:41:00+00:00,36246.890625,2003.97705078125
2023-11-09 19:42:00+00:00,36229.87109375,2003.0054931640625
2023-11-09 19:43:00+00:00,36180.06640625,2000.716064453125
2023-11-09 19:44:00+00:00,36172.3671875,1999.5579833984375
2023-11-09 19:45:00+00:00,36179.015625,1999.9215087890625
2023-11-09 19:46:00+00:00,36186.265625,2000.6405029296875
2023-11-09 19:47:00+00:00,36211.7734375,2003.2418212890625
2023-11-09 19:48:00+00:00,36231.9140625,2004.9635009765625
2023-11-09 19:49:00+00:00,36281.71875,2007.681396484375
2023-11-09 19:50:00+00:00,36304.01171875,2008.5079345703125
2023-11-09 19:51:00+00:00,36293.625,2007.9979248046875
2023-11-09 19:52:00+00:00,36315.61328125,2008.9337158203125
2023-11-09 19:53:00+00:00,36323.69140625,2009.6806640625
2023-11-09 19:54:00+00:00,36321.16796875,2009.8076171875
2023-11-09 19:55:00+00:00,36326.078125,2010.3331298828125
2023-11-09 19:56:00+00:00,36329.96875,2012.925537109375
2023-11-09 19:57:00+00:00,36336.5703125,2014.9483642578125
2023-11-09 19:58:00+00:00,36344.50390625,2016.290771484375
2023-11-09 19:59:00+00:00,36365.09375,2017.8897705078125
2023-11-09 20:00:00+00:00,36384.71875,2018.9847412109375
2023-11-09 20:01:00+00:00,36359.984375,2018.3292236328125
2023-11-09 20:02:00+00:00,36337.609375,2017.8836669921875
2023-11-09 20:03:00+00:00,36305.859375,2016.5321044921875
2023-11-09 20:04:00+00:00,36298.5,2016.1434326171875
2023-11-09 20:05:00+00:00,36306.34765625,2016.2615966796875
2023-11-09 20:06:00+00:00,36297.890625,2016.2265625
2023-11-09 20:07:00+00:00,36274.19140625,2014.73046875
2023-11-09 20:08:00+00:00,36271.53125,2013.80615234375
2023-11-09 20:09:00+00:00,36239.0703125,2013.412841796875
2023-11-09 20:10:00+00:00,36235.69140625,2013.3607177734375
2023-11-09 20:11:00+00:00,36227.38671875,2013.6212158203125
2023-11-09 20:12:00+00:00,36215.578125,2012.544921875
2023-11-09 20:13:00+00:00,36240.26953125,2014.86083984375
2023-11-09 20:14:00+00:00,36290.78125,2018.517333984375
2023-11-09 20:15:00+00:00,36287.171875,2018.230712890625
2023-11-09 20:16:00+00:00,36288.83203125,2018.7169189453125
2023-11-09 20:17:00+00:00,36296.515625,2019.1044921875
2023-11-09 20:18:00+00:00,36303.52734375,2020.16796875
2023-11-09 20:19:00+00:00,36310.09375,2023.0947265625
2023-11-09 20:20:00+00:00,36318.5625,2023.88037109375
2023-11-09 20:21:00+00:00,36304.5703125,2023.07177734375
2023-11-09 20:22:00+00:00,36243.50390625,2018.643310546875
2023-11-09 20:23:00+00:00,36232.625,2017.199462890625
2023-11-09 20:24:00+00:00,36220.7421875,2015.248046875
2023-11-09 20:25:00+00:00,36219.64453125,2015.46044921875
2023-11-09 20:26:00+00:00,36210.46875,2014.0858154296875
2023-11-09 20:27:00+00:00,36203.94921875,2015.91552734375
2023-11-09 20:28:00+00:00,36245.14453125,2018.70263671875
2023-11-09 20:29:00+00:00,36231.8828125,2017.8536376953125
2023-11-09 20:30:00+00:00,36225.0546875,2018.7283935546875
2023-11-09 20:31:00+00:00,36217.76171875,2018.1607666015625
2023-11-09 20:32:00+00:00,36168.97265625,2014.9468994140625
2023-11-09 20:33:00+00:00,36231.7265625,2019.4593505859375
2023-11-09 20:34:00+00:00,36246.12109375,2022.5164794921875
2023-11-09 20:35:00+00:00,36222.98046875,2021.8382568359375
2023-11-09 20:36:00+00:00,36207.3984375,2021.6722412109375
2023-11-09 20:37:00+00:00,36176.1875,2019.37841796875
2023-11-09 20:38:00+00:00,36172.24609375,2020.661865234375
2023-11-09 20:39:00+00:00,36153.10546875,2020.0162353515625
2023-11-09 20:40:00+00:00,36185.21875,2021.963134765625
2023-11-09 20:41:00+00:00,36184.88671875,2021.7769775390625
2023-11-09 20:42:00+00:00,36214.8203125,2022.9119873046875
2023-11-09 20:43:00+00:00,36219.66015625,2023.6241455078125
2023-11-09 20:44:00+00:00,36246.31640625,2026.1761474609375
2023-11-09 20:45:00+00:00,36249.09765625,2026.714111328125
2023-11-09 20:46:00+00:00,36254.25390625,2026.873779296875
2023-11-09 20:47:00+00:00,36342.05859375,2029.5682373046875
2023-11-09 20:48:00+00:00,36415.5859375,2031.759521484375
2023-11-09 20:49:00+00:00,36390.89453125,2031.169189453125
2023-11-09 20:50:00+00:00,36510.03515625,2033.90478515625
2023-11-09 20:51:00+00:00,36508.78125,2034.2900390625
2023-11-09 20:52:00+00:00,36504.23828125,2033.9927978515625
2023-11-09 20:53:00+00:00,36554.01953125,2034.2850341796875
2023-11-09 20:54:00+00:00,36546.4921875,2033.1165771484375
2023-11-09 20:55:00+00:00,36565.07421875,2032.87548828125
2023-11-09 20:56:00+00:00,36573.71484375,2034.0479736328125
2023-11-09 20:57:00+00:00,36566.40625,2034.76123046875
2023-11-09 20:58:00+00:00,36559.2109375,2035.32080078125
2023-11-09 20:59:00+00:00,36571.9609375,2036.061279296875
2023-11-09 21:00:00+00:00,36556.58203125,2036.027099609375
2023-11-09 21:01:00+00:00,36564.26171875,2037.4552001953125
2023-11-09 21:02:00+00:00,36506.6875,2034.864013671875
2023-11-09 21:03:00+00:00,36525.0625,2035.228759765625
2023-11-09 21:04:00+00:00,36567.08984375,2036.8616943359375
2023-11-09 21:05:00+00:00,36581.0,2037.1375732421875
2023-11-09 21:06:00+00:00,36614.0,2038.51025390625
2023-11-09 21:07:00+00:00,36620.59765625,2040.162109375
2023-11-09 21:08:00+00:00,36636.85546875,2040.5867919921875
2023-11-09 21:09:00+00:00,36669.5546875,2044.9688720703125
2023-11-09 21:10:00+00:00,36668.0546875,2042.676513671875
2023-11-09 21:11:00+00:00,36670.46484375,2042.6712646484375
2023-11-09 21:12:00+00:00,36694.67578125,2042.7197265625
2023-11-09 21:13:00+00:00,36697.44921875,2041.0225830078125
2023-11-09 21:14:00+00:00,36681.07421875,2040.179443359375
2023-11-09 21:15:00+00:00,36638.015625,2036.90576171875
2023-11-09 21:16:00+00:00,36612.30078125,2036.643798828125
2023-11-09 21:17:00+00:00,36582.8828125,2034.702880859375
2023-11-09 21:18:00+00:00,36558.12109375,2033.180419921875
2023-11-09 21:19:00+00:00,36561.42578125,2033.486083984375
2023-11-09 21:20:00+00:00,36549.2578125,2033.2664794921875
2023-11-09 21:21:00+00:00,36545.3203125,2033.404052734375
2023-11-09 21:22:00+00:00,36545.45703125,2033.9993896484375
2023-11-09 21:23:00+00:00,36549.50390625,2035.5789794921875
2023-11-09 21:24:00+00:00,36605.1484375,2054.618896484375
2023-11-09 21:25:00+00:00,36656.59375,2059.663818359375
2023-11-09 21:26:00+00:00,36686.02734375,2075.559814453125
2023-11-09 21:27:00+00:00,36673.80078125,2076.9404296875
2023-11-09 21:28:00+00:00,36636.94921875,2075.81494140625
2023-11-09 21:29:00+00:00,36629.8203125,2076.224609375
2023-11-09 21:30:00+00:00,36593.90625,2070.107177734375
2023-11-09 21:31:00+00:00,36606.60546875,2071.24560546875
2023-11-09 21:32:00+00:00,36647.3671875,2076.036865234375
2023-11-09 21:33:00+00:00,36668.8984375,2080.299560546875
2023-11-09 21:34:00+00:00,36610.34765625,2074.713134765625
2023-11-09 21:35:00+00:00,36640.0625,2080.83251953125
2023-11-09 21:36:00+00:00,36618.03125,2080.041259765625
2023-11-09 21:37:00+00:00,36595.13671875,2076.861572265625
2023-11-09 21:38:00+00:00,36579.6484375,2076.310791015625
2023-11-09 21:39:00+00:00,36573.38671875,2075.91796875
2023-11-09 21:40:00+00:00,36571.125,2073.072998046875
2023-11-09 21:41:00+00:00,36522.046875,2064.016845703125
2023-11-09 21:42:00+00:00,36514.6953125,2063.919189453125
2023-11-09 21:43:00+00:00,36484.0703125,2059.478759765625
2023-11-09 21:44:00+00:00,36482.921875,2064.948974609375
2023-11-09 21:45:00+00:00,36502.65234375,2064.67333984375
2023-11-09 21:46:00+00:00,36502.1796875,2061.8330078125
2023-11-09 21:47:00+00:00,36513.14453125,2063.611572265625
2023-11-09 21:48:00+00:00,36502.04296875,2062.816162109375
2023-11-09 21:49:00+00:00,36499.57421875,2062.904296875
2023-11-09 21:50:00+00:00,36490.3203125,2061.803466796875
2023-11-09 21:51:00+00:00,36503.0,2064.019775390625
2023-11-09 21:52:00+00:00,36498.09375,2062.6279296875
